respondentid,submit,date_completed,interview_location,interview_location_label,interview_location_other,inbound_or_outbound,inbound_or_outbound_label,marketsegment,marketsegment_label,is_qualified_age,passenger_type,passenger_type_label,resident_visitor_general,resident_visitor_general_label,resident_visitor_followup,resident_visitor_followup_label,resident_visitor_arriving,resident_visitor,resident_visitor_label,country_of_residence,country_of_residence_label,state_of_residence,state_of_residence_label,previous_or_next_airport,airline,airline_label,airline_other,flight_number,not_using_connecting,final_flight_destination,flight_departure_time,flight_departure_time_label,flight_arrival_time,flight_arrival_time_label,original_flight_origin,flight_purpose,flight_purpose_label,flight_purpose_other,convention_center,convention_center_label,convention_center_activity,convention_center_activity_label,convention_center_activity_other,checked_bags,checked_bags_label,carryon_bags,carryon_bags_label,nights_away,nights_away_label,nights_visited,nights_visited_label,party_size_flight,party_size_flight_label,party_size_ground_access_same,party_size_ground_access,party_size_ground_access_label,party_includes_child_aged00to05,party_includes_child_aged06to17,party_includes_coworker,party_includes_friend_relative,party_includes_mobility_impaired,shift_start_airport_building,shift_start_airport_building_label,shift_start_airport_building_other,employer,employer_label,employer_other,occupation,occupation_label,occupation_other,number_hours_worked,number_hours_worked_label,number_commute_days,number_commute_days_label,shift_start_time,shift_start_time_label,shift_end_time,shift_end_time_label,origin_activity_type,origin_activity_type_label,origin_activity_type_other,origin_name,origin_city,origin_state,origin_zip,origin_latitude,origin_longitude,destination_activity_type,destination_activity_type_label,destination_activity_type_other,destination_name,destination_city,destination_state,destination_zip,destination_latitude,destination_longitude,main_transit_mode,main_transit_mode_label,main_mode,main_mode_label,main_mode_other,shared_van_other,trip_start_time,trip_start_time_label,trip_arrival_time,trip_arrival_time_label,number_transit_vehicles_to_airport,number_transit_vehicles_to_airport_label,to_airport_transit_route_1,to_airport_transit_route_1_other,to_airport_transit_route_2,to_airport_transit_route_2_other,to_airport_transit_route_3,to_airport_transit_route_3_other,to_airport_transit_route_4,to_airport_transit_route_4_other,access_mode,access_mode_label,access_mode_other,taxi_fhv_fare,taxi_fhv_wait,parking_location,parking_location_label,parking_location_other,parking_cost,parking_cost_frequency,parking_cost_frequency_label,parking_cost_frequency_other,reimbursement,reimbursement_label,number_transit_vehicles_from_airport,number_transit_vehicles_from_airport_label,from_airport_transit_route_1,from_airport_transit_route_1_other,from_airport_transit_route_2,from_airport_transit_route_2_other,from_airport_transit_route_3,from_airport_transit_route_3_other,from_airport_transit_route_4,from_airport_transit_route_4_other,egress_mode,egress_mode_label,egress_mode_other,transit_boarding_stop_name,transit_boarding_latitude,transit_boarding_longitude,transit_alighting_stop_name,transit_alighting_latitude,transit_alighting_longitude,car_available,car_available_label,car_available_other,sdia_flight_frequency,sdia_flight_frequency_label,sdia_previous_accessmode,sdia_previous_accessmode_label,sdia_accessmode_split_walk,sdia_accessmode_split_wheelchair,sdia_accessmode_split_bicycle_electric_bikeshare,sdia_accessmode_split_bicycle_non_electric_bikeshare,sdia_accessmode_split_bicycle_personal_electric_bicycle,sdia_accessmode_split_bicycle_personal_non_electric_bicycle,sdia_accessmode_split_e_scooter_shared,sdia_accessmode_split_e_scooter_personal,sdia_accessmode_split_taxi,sdia_accessmode_split_uber_lyft,sdia_accessmode_split_car_black,sdia_accessmode_split_dropped_off_by_family_friend,sdia_accessmode_split_drove_alone_and_parked,sdia_accessmode_split_drove_with_others_and_parked,sdia_accessmode_split_rode_with_other_travelers_and_parked,sdia_accessmode_split_mts992,sdia_accessmode_split_flyer_shuttle,sdia_accessmode_split_other_public_transit,sdia_accessmode_split_rental_car_dropped_off,sdia_accessmode_split_rental_car_parked,sdia_accessmode_split_chartered_tour_bus,sdia_accessmode_split_hotel_shuttle_van,sdia_accessmode_split_employee_shuttle,sdia_accessmode_split_other_shared_van,sdia_accessmode_decision,sdia_accessmode_decision_label,reverse_mode,reverse_mode_label,reverse_mode_predicted,reverse_mode_predicted_label,reverse_mode_predicted_other,sdia_transit_awareness,sdia_transit_awareness_label,reasons_no_transit_not_convenient,reasons_no_transit_too_complicated,reasons_no_transit_dont_know_how,reasons_no_transit_no_good_options,reasons_no_transit_not_flexible,reasons_no_transit_not_reliable,reasons_no_transit_not_safe,reasons_no_transit_ride_too_long,reasons_no_transit_wait_too_long,reasons_no_transit_does_not_run_when_needed,reasons_no_transit_too_many_transfers,reasons_no_transit_stop_too_far,reasons_no_transit_not_economical,reasons_no_transit_dislike_crowded_trains_buses,reasons_no_transit_too_much_walking_stairs,reasons_no_transit_dislike_public_transport,reasons_no_transit_dislike_public_transport_with_luggage,reasons_no_transit_prefer_other_mode,general_use_transit_resident,general_use_transit_resident_label,general_use_transit_visitor_home,general_use_transit_visitor_home_label,general_modes_used_visitor_walk,general_modes_used_visitor_wheelchair,general_modes_used_visitor_bicycle_electric_bikeshare,general_modes_used_visitor_bicycle_non_electric_bikeshare,general_modes_used_visitor_bicycle_personal_electric_bicycle,general_modes_used_visitor_bicycle_personal_non_electric_bicycle,general_modes_used_visitor_e_scooter_shared,general_modes_used_visitor_e_scooter_personal,general_modes_used_visitor_taxi,general_modes_used_visitor_uber_lyft,general_modes_used_visitor_car_black,general_modes_used_visitor_dropped_off_by_family_friend,general_modes_used_visitor_drove_alone_and_parked,general_modes_used_visitor_drove_with_others_and_parked,general_modes_used_visitor_rode_with_other_travelers_and_parked,general_modes_used_visitor_coaster,general_modes_used_visitor_mts_red_trolley,general_modes_used_visitor_other_public_bus,general_modes_used_visitor_other_public_transit,general_modes_used_visitor_rental_car_dropped_off,general_modes_used_visitor_rental_car_parked,general_modes_used_visitor_chartered_tour_bus,general_modes_used_visitor_hotel_shuttle_van,general_modes_used_visitor_employee_shuttle,general_modes_used_visitor_other_shared_van,non_sdia_flight_frequency,non_sdia_flight_frequency_label,other_airport_accessmode,other_airport_accessmode_label,airport_access_transit_use_elsewhere,airport_access_transit_use_elsewhere_label,airportaccesstransitname,home_location_city,home_location_state,home_location_zip,home_location_latitude,home_location_longitude,reverse_commute_mode,reverse_commute_mode_label,reverse_commute_mode_other,same_commute_mode,same_commute_mode_label,same_commute_mode_other,alt_commute_mode_walk,alt_commute_mode_wheelchair,alt_commute_mode_bicycle_electric_bikeshare,alt_commute_mode_bicycle_non_electric_bikeshare,alt_commute_mode_bicycle_personal_electric_bicycle,alt_commute_mode_bicycle_personal_non_electric_bicycle,alt_commute_mode_e_scooter_shared,alt_commute_mode_e_scooter_personal,alt_commute_mode_taxi,alt_commute_mode_uber_lyft,alt_commute_mode_car_black,alt_commute_mode_picked_by_family_friend,alt_commute_mode_parked_vehicle_and_drive_alone,alt_commute_mode_parked_vehicle_and_drive_with_others,alt_commute_mode_parked_vehicle_and_ride_with_other_travelers,alt_commute_mode_mts_route_992,alt_commute_mode_airport_flyer_shuttle,alt_commute_mode_other_public_transit,alt_commute_mode_other_shared_van,commute_mode_decision,commute_mode_decision_label,commute_mode_decision_other,employee_parking,age,age_label,gender,gender_label,gender_other,race_aian,race_hp,race_asian,race_white,race_black,race_hispanic,race_middle_eastern,race_unknown,race_other,number_persons_in_household,number_persons_in_household_label,number_vehicles,number_vehicles_label,household_income,household_income_label,is_income_below_poverty,is_income_below_poverty_label,number_workers,number_workers_label,sp_invitation,sp_invitation_label,stay_informed,stay_informed_label,survey_language,survey_language_label,survey_language_other
5385,YES,2024-10-04,2.0,Terminal 2,,1,INBOUND,1,Air passenger,YES,2.0,Departing air passenger,1.0,GOING HOME,,,,8,NONE OF THE ABOVE,35.0,CANADA,,,Vancouver,1.0,AIR CANADA,,8763,Yes,,4.0,6:30 am - 7:00 am,,,,1.0,BUSINESS / WORK,,2.0,No,,,,1.0,1,1.0,1,,,5.0,FIVE,1.0,ONE,Yes,1.0,ONE,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,6,OTHER RESIDENCE,,,Encinitas,CA,92024,33.0642569999997,-117.301367,,Terminal 2,,,San Diego,CA,92101,32.7326272999998,-117.204064,98,None of the above,10.0,Uber/Lyft,,,4.0,5:30 am - 6:00 am,6.0,6:30 am - 7:00 am,,,,,,,,,,,,,,40,5m8n,,,,,,,,3.0,"No, not reimbursed",,,,,,,,,,,,,,,,,,,,,,,1.0,1 to 2,7.0,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Uber/Lyft,,,,2.0,No,Yes,,No,No,No,No,No,,No,,,,No,No,No,No,No,,,,0.0,0 days,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,55 to 59 years old,1,MALE,,No,No,No,Yes,No,No,No,No,,3,THREE (3),2,TWO (2),13,"$150,000-$199,999",,,3,THREE (3),2.0,No,2.0,NO,ENGLISH,ENGLISH,
5386,YES,2024-10-04,2.0,Terminal 2,,1,INBOUND,1,Air passenger,YES,2.0,Departing air passenger,2.0,LEAVING HOME,,,,1,SAN DIEGO REGION,,,,,"Rome, Italy",1.0,AIR CANADA,,Ua 8496,Yes,,6.0,7:30 am - 8:00 am,,,,2.0,LEISURE / FAMILY,,,,,,,0.0,,2.0,2,9.0,ELEVEN TO FOURTEEN,,,2.0,TWO,Yes,2.0,TWO,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,2,HOME,,,San Diego,CA,92106,32.724246,-117.232023,,Terminal 2,,,San Diego,CA,92101,32.7326272999998,-117.204064,98,None of the above,10.0,Uber/Lyft,,,4.0,5:30 am - 6:00 am,4.0,5:30 am - 6:00 am,,,,,,,,,,,,,,12,5 minutes,,,,,,,,3.0,"No, not reimbursed",,,,,,,,,,,,,,,,,,,,1.0,"Yes, but chose not to use it to travel to the airport",,2.0,3 to 5,1.0,1 to 2,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2.0,SHORTEST DOOR TO DOOR TRAVEL TIME,,,10.0,Uber/Lyft,,1.0,Yes,Yes,,No,No,No,No,No,,No,,,,No,No,No,No,No,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3 times,,,6.0,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25 to 29 years old,1,MALE,,No,No,No,Yes,No,No,No,No,,2,TWO (2),2,TWO (2),15,"$200,000-$299,999",,,2,TWO (2),1.0,Yes,,,ENGLISH,ENGLISH,
5387,NO,2024-10-04,2.0,Terminal 2,,1,INBOUND,1,Air passenger,YES,2.0,Departing air passenger,5.0,NEITHER,1.0,Was visiting this area,,8,NONE OF THE ABOVE,11.0,AUSTRALIA,,,Montreal,2.0,ALASKA AIRLINES,,Ua8496,Yes,,5.0,7:00 am - 7:30 am,,,,2.0,LEISURE / FAMILY,,2.0,No,,,,1.0,1,1.0,1,,,3.0,THREE,4.0,FOUR,Yes,4.0,FOUR,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,3,HOTEL,,,San Diego,CA,92106,32.7264449999998,-117.223534,,Terminal 2,,,,,,32.7326272999999,-117.204064,16,Airport flyer shuttle,16.0,,,,,,5.0,6:00 am - 6:30 am,1.0,(1) One,MTS_1_1,,,,,,,,11.0,Car service/black car/limo/executive car,,,,,,,,,,,3.0,"No, not reimbursed",0.0,(0) None,,,,,,,,,,,,SDA_1_FLYER_03,32.731527,-117.20227,SDA_1_FLYER_03,32.731527,-117.20227,,,,1.0,1 to 2,1.0,1 to 2,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Uber/Lyft,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1 day,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2.0,2 times,,,2.0,2 times,San Diego airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30 to 34 years old,1,MALE,,No,No,Yes,No,No,No,No,No,,2,TWO (2),2,TWO (2),11,"$75,000-$99,999",,,0,NONE (0),2.0,No,2.0,NO,ENGLISH,ENGLISH,
5388,YES,2024-10-04,4.0,San Diego Flyer/Old Town Shuttle,,1,INBOUND,1,Air passenger,YES,2.0,Departing air passenger,2.0,LEAVING HOME,,,,1,SAN DIEGO REGION,,,,,Denver,12.0,UNITED AIRLINES,,Don't know,Yes,,9.0,9:00 am - 9:30 am,,,,2.0,LEISURE / FAMILY,,,,,,,1.0,1,1.0,1,6.0,SIX,,,0.0,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,2,HOME,,,Carlsbad,CA,92008,33.1614549999997,-117.349183,,San Diego Flyer/Old Town Shuttle,,,San Diego,CA,92140,32.733783,-117.193315,16,Airport flyer shuttle,16.0,,,,4.0,5:30 am - 6:00 am,7.0,7:00 am - 7:30 am,1.0,(1) One,NCT_2_398,,,,,,,,12.0,Dropped off by car by family/friend,,,,,,,,,,,3.0,"No, not reimbursed",,,,,,,,,,,,,,SDA_1_FLYER_01,32.7553089999998,-117.199526,SDA_1_FLYER_04,32.7320819999998,-117.197943,1.0,"Yes, but chose not to use it to travel to the airport",,1.0,1 to 2,1.0,1 to 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Airport flyer shuttle,,,,,,,,,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3 times,,,1.0,1 time,San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,55 to 59 years old,2,FEMALE,,No,No,No,No,No,Yes,No,No,,2,TWO (2),2,TWO (2),14,Prefer not to say,2.0,No,2,TWO (2),2.0,No,2.0,NO,ENGLISH,ENGLISH,
5389,YES,2024-10-04,2.0,Terminal 2,,1,INBOUND,1,Air passenger,YES,2.0,Departing air passenger,2.0,LEAVING HOME,,,,1,SAN DIEGO REGION,,,,,Montrose Canada,1.0,AIR CANADA,,Ac526,Yes,,7.0,8:00 am - 8:30 am,,,,3.0,COMBINATION BUSINESS LEISURE,,,,,,,6.0,6,4.0,4,7.0,SEVEN,,,3.0,THREE,Yes,3.0,THREE,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,2,HOME,,,San Diego,CA,92101,32.7243119999997,-117.162771,,Terminal 2,,,San Diego,CA,92101,32.7326272999998,-117.204064,98,None of the above,10.0,Uber/Lyft,,,5.0,6:00 am - 6:30 am,6.0,6:30 am - 7:00 am,,,,,,,,,,,,,,25,Refused/No Answer,,,,,,,,3.0,"No, not reimbursed",,,,,,,,,,,,,,,,,,,,1.0,"Yes, but chose not to use it to travel to the airport",,2.0,3 to 5,2.0,3 to 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Uber/Lyft,,1.0,Yes,Yes,,No,No,No,No,No,,No,,,,No,No,No,No,No,,7.0,7 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2 times,,,2.0,2 times,Boston international airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,60 to 64 years old,1,MALE,,No,No,No,Yes,No,No,No,No,,4,FOUR (4),3,THREE (3),12,"$100,000-$149,999",,,3,THREE (3),1.0,Yes,,,ENGLISH,ENGLISH,
5390,YES,2024-10-04,2.0,Terminal 2,,1,INBOUND,1,Air passenger,YES,2.0,Departing air passenger,2.0,LEAVING HOME,,,,1,SAN DIEGO REGION,,,,,"Athens,Greece",1.0,AIR CANADA,,526,Yes,,7.0,8:00 am - 8:30 am,,,,2.0,LEISURE / FAMILY,,,,,,,1.0,1,2.0,2,9.0,ELEVEN TO FOURTEEN,,,1.0,ONE,Yes,1.0,ONE,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,2,HOME,,,San Marcos,CA,92078,33.121223,-117.163434,,Terminal 2,,,San Diego,CA,92101,32.7326272999998,-117.204064,98,None of the above,11.0,Car service/black car/limo/executive car,,,3.0,5:00 am - 5:30 am,4.0,5:30 am - 6:00 am,,,,,,,,,,,,,,66,20,,,,,,,,3.0,"No, not reimbursed",,,,,,,,,,,,,,,,,,,,1.0,"Yes, but chose not to use it to travel to the airport",,1.0,1 to 2,1.0,1 to 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Car service/black car/limo/executive car,,1.0,Yes,No,,No,No,No,No,No,,No,,,,No,No,No,Yes,No,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1 time,12.0,Dropped off by car by family/friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30 to 34 years old,1,MALE,,No,No,Yes,Yes,No,No,No,No,,2,TWO (2),2,TWO (2),12,"$100,000-$149,999",,,2,TWO (2),2.0,No,2.0,NO,ENGLISH,ENGLISH,
5391,YES,2024-10-04,2.0,Terminal 2,,1,INBOUND,1,Air passenger,YES,2.0,Departing air passenger,2.0,LEAVING HOME,,,,1,SAN DIEGO REGION,,,,,Canada,1.0,AIR CANADA,,Ac526,Yes,,6.0,7:30 am - 8:00 am,,,,2.0,LEISURE / FAMILY,,,,,,,0.0,,3.0,3,6.0,SIX,,,2.0,TWO,Yes,2.0,TWO,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,2,HOME,,,San Diego,CA,92103,32.749102,-117.18225,,Terminal 2,,,San Diego,CA,92101,32.7326272999998,-117.204064,98,None of the above,10.0,Uber/Lyft,,,3.0,5:00 am - 5:30 am,3.0,5:00 am - 5:30 am,,,,,,,,,,,,,,15,10,,,,,,,,3.0,"No, not reimbursed",,,,,,,,,,,,,,,,,,,,3.0,"No, car was unavailable",,2.0,3 to 5,2.0,3 to 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Uber/Lyft,,2.0,No,No,,No,No,Yes,No,No,,No,,,,No,No,No,No,No,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5+ times,,,6.0,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30 to 34 years old,2,FEMALE,,No,No,No,Yes,No,No,No,No,,1,ONE (1),1,ONE (1),14,Prefer not to say,2.0,No,1,ONE (1),99.0,Refused/No Answer,,,ENGLISH,ENGLISH,
5393,YES,2024-10-04,2.0,Terminal 2,,1,INBOUND,1,Air passenger,YES,2.0,Departing air passenger,1.0,GOING HOME,,,,8,NONE OF THE ABOVE,80.0,INDIA,,,San Francisco,2.0,ALASKA AIRLINES,,As3302,No,"Mumbai, India",23.0,4:00 pm - 4:30 pm,,,,3.0,COMBINATION BUSINESS LEISURE,,2.0,No,,,,2.0,2,1.0,1,,,5.0,FIVE,0.0,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,6,OTHER RESIDENCE,,,San Diego,CA,92116,32.763491,-117.119829999999,,Terminal 2,,,San Diego,CA,92101,32.7326272999998,-117.204064,98,None of the above,10.0,Uber/Lyft,,,4.0,5:30 am - 6:00 am,5.0,6:00 am - 6:30 am,,,,,,,,,,,,,,28,6,,,,,,,,3.0,"No, not reimbursed",,,,,,,,,,,,,,,,,,,,,,,6.0,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,Dropped off by car by family/friend,,,,2.0,No,No,,Yes,No,No,No,No,,No,,,,No,No,No,No,No,,,,0.0,0 days,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,5.0,5+ times,,,3.0,3 times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30 to 34 years old,2,FEMALE,,No,No,Yes,No,No,No,No,No,,2,TWO (2),1,ONE (1),14,Prefer not to say,99.0,Refused/No Answer,2,TWO (2),2.0,No,2.0,NO,ENGLISH,ENGLISH,
5394,YES,2024-10-04,2.0,Terminal 2,,1,INBOUND,1,Air passenger,YES,2.0,Departing air passenger,2.0,LEAVING HOME,,,,1,SAN DIEGO REGION,,,,,Canada,1.0,AIR CANADA,,Ac536,Yes,,7.0,8:00 am - 8:30 am,,,,2.0,LEISURE / FAMILY,,,,,,,1.0,1,1.0,1,8.0,EIGHT TO TEN,,,4.0,FOUR,No,1.0,ONE,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,2,HOME,,,San Diego,CA,92130,32.9519209999998,-117.224723999999,,Terminal 2,,,San Diego,CA,92101,32.7326272999998,-117.204064,98,None of the above,12.0,Dropped off by car by family/friend,,,3.0,5:00 am - 5:30 am,5.0,6:00 am - 6:30 am,,,,,,,,,,,,,,,,,,,,,,,3.0,"No, not reimbursed",,,,,,,,,,,,,,,,,,,,1.0,"Yes, but chose not to use it to travel to the airport",,1.0,1 to 2,1.0,1 to 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,Dropped off by car by family/friend,,2.0,No,No,,No,No,No,No,No,,Yes,,,,No,No,No,No,No,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2 times,,,2.0,2 times,Newark New Jersey airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,60 to 64 years old,1,MALE,,No,No,No,Yes,No,No,No,No,,3,THREE (3),3,THREE (3),14,Prefer not to say,2.0,No,1,ONE (1),2.0,No,2.0,NO,ENGLISH,ENGLISH,
5395,YES,2024-10-04,2.0,Terminal 2,,1,INBOUND,1,Air passenger,YES,2.0,Departing air passenger,2.0,LEAVING HOME,,,,1,SAN DIEGO REGION,,,,,Portugal,1.0,AIR CANADA,,Ac526,Yes,,6.0,7:30 am - 8:00 am,,,,2.0,LEISURE / FAMILY,,,,,,,1.0,1,2.0,2,8.0,EIGHT TO TEN,,,1.0,ONE,Yes,1.0,ONE,No,No,No,No,No,,,,,,,,,,,,,,,,,,2,HOME,,,San Diego,CA,92110,32.754739,-117.19768,,Terminal 2,,,San Diego,CA,92101,32.7326272999998,-117.204064,98,None of the above,10.0,Uber/Lyft,,,4.0,5:30 am - 6:00 am,5.0,6:00 am - 6:30 am,,,,,,,,,,,,,,24,5,,,,,,,,1.0,"Yes, reimbursed by my employer/client",,,,,,,,,,,,,,,,,,,,1.0,"Yes, but chose not to use it to travel to the airport",,1.0,1 to 2,7.0,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Uber/Lyft,,2.0,No,Yes,,No,No,No,No,No,,Yes,,,,No,No,No,Yes,No,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2 times,,,6.0,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,35 to 39 years old,1,MALE,,No,No,No,Yes,No,No,No,No,,2,TWO (2),2,TWO (2),13,"$150,000-$199,999",,,2,TWO (2),2.0,No,2.0,NO,ENGLISH,ENGLISH,
